id,cuisine
22124,cajun_creole
18836,cajun_creole
35695,british
5141,moroccan
41894,moroccan
4972,spanish
34195,filipino
14183,cajun_creole
15188,chinese
8734,spanish
30946,cajun_creole
5588,cajun_creole
49554,british
1270,moroccan
1259,vietnamese
45986,greek
22351,british
300,moroccan
9278,british
10021,moroccan
17014,moroccan
40855,italian
18362,korean
16292,chinese
29924,british
47174,cajun_creole
4856,moroccan
15417,italian
19875,british
42228,moroccan
36264,mexican
14571,greek
23496,spanish
43879,mexican
23431,indian
5499,italian
247,russian
48795,moroccan
47113,moroccan
489,moroccan
13036,korean
4838,italian
40630,indian
17576,moroccan
29972,indian
8123,indian
35918,mexican
42669,cajun_creole
24632,mexican
35740,mexican
45670,russian
28041,filipino
46688,korean
10309,thai
15367,moroccan
30562,irish
47151,spanish
47300,vietnamese
31200,mexican
5749,jamaican
41807,british
13990,mexican
23572,greek
872,british
38085,filipino
5248,southern_us
26309,moroccan
26880,mexican
41559,mexican
8059,korean
26041,thai
30019,moroccan
7207,moroccan
30309,russian
2092,moroccan
8023,korean
4016,british
24631,greek
35068,irish
8523,moroccan
28463,spanish
8629,cajun_creole
43829,cajun_creole
22129,cajun_creole
34505,chinese
38200,chinese
36513,korean
32187,italian
7788,greek
31130,brazilian
40483,irish
2224,cajun_creole
14143,filipino
22889,indian
17406,chinese
10451,thai
19844,italian
23416,british
33874,greek
39951,filipino
41361,mexican
44659,moroccan
8836,moroccan
21709,indian
22993,thai
39191,chinese
17182,mexican
20507,korean
42397,greek
18897,moroccan
3797,thai
11041,brazilian
807,filipino
3514,cajun_creole
12936,korean
15050,british
43377,cajun_creole
10471,chinese
30721,chinese
14333,indian
6260,chinese
7712,moroccan
19048,southern_us
21455,mexican
18575,cajun_creole
47647,russian
35947,mexican
14499,italian
43525,greek
5723,jamaican
48497,italian
43822,cajun_creole
525,russian
30594,mexican
47948,british
2099,moroccan
43863,mexican
24711,vietnamese
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,cajun_creole
5110,spanish
27214,moroccan
34803,chinese
36822,greek
6912,vietnamese
20373,british
29157,filipino
6327,thai
35502,mexican
8305,jamaican
35598,filipino
48538,indian
49358,indian
44506,mexican
39146,indian
29270,russian
20560,southern_us
24169,southern_us
41537,italian
10431,greek
31517,filipino
34049,chinese
26964,filipino
49655,italian
9101,british
30377,italian
7046,indian
47969,mexican
18971,british
38891,cajun_creole
29506,vietnamese
40305,cajun_creole
21255,chinese
15578,mexican
24894,irish
32089,chinese
46097,filipino
40982,italian
12543,moroccan
38366,moroccan
32925,spanish
17506,thai
48389,southern_us
41804,korean
9961,thai
24939,indian
39599,jamaican
45838,mexican
48875,indian
25531,chinese
3009,jamaican
31965,greek
16901,greek
13370,italian
2954,filipino
40353,italian
8207,jamaican
10933,korean
38206,korean
14110,moroccan
19128,greek
32616,indian
27748,mexican
31858,british
20510,cajun_creole
17602,thai
35665,japanese
46589,indian
8178,mexican
34880,italian
42527,filipino
29682,korean
32166,thai
30343,irish
15385,cajun_creole
18372,chinese
29211,italian
23269,korean
4561,moroccan
27365,thai
49032,japanese
22064,greek
12060,thai
47834,jamaican
25815,filipino
34036,cajun_creole
19326,chinese
44078,thai
31090,cajun_creole
17485,cajun_creole
708,british
5350,korean
29754,russian
18309,greek
46871,moroccan
27300,british
41890,mexican
49548,jamaican
11392,moroccan
1354,thai
48819,russian
19097,cajun_creole
42113,greek
24060,thai
25849,moroccan
4543,cajun_creole
25306,british
41966,italian
48719,moroccan
48191,thai
8826,british
42703,mexican
16083,italian
26613,korean
28088,italian
39965,southern_us
36239,spanish
4322,moroccan
9951,italian
3045,southern_us
28585,greek
39841,british
25913,mexican
39715,vietnamese
23135,moroccan
47022,indian
24160,southern_us
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,british
36340,filipino
27973,italian
12870,korean
22564,chinese
35063,greek
7000,russian
11318,moroccan
47001,greek
11395,korean
23507,thai
47242,russian
48957,italian
17721,italian
25138,british
47438,greek
47162,british
42459,british
6486,moroccan
24116,indian
31596,chinese
38887,korean
10665,jamaican
13712,filipino
2633,filipino
35784,cajun_creole
45204,spanish
46722,british
34949,british
35321,chinese
46430,british
34431,british
30890,russian
42132,brazilian
15702,thai
47719,jamaican
45160,italian
20600,greek
10800,greek
30479,greek
9457,cajun_creole
26571,filipino
42942,italian
36635,mexican
43617,korean
16911,thai
122,mexican
22340,british
37007,moroccan
23595,italian
25233,italian
5503,chinese
47338,thai
44695,filipino
7141,southern_us
14564,italian
19655,british
35326,indian
35922,mexican
28171,greek
1322,italian
14923,british
42344,italian
16380,mexican
15233,indian
8338,chinese
41014,indian
30440,mexican
23043,chinese
20788,cajun_creole
14375,southern_us
1184,chinese
34280,italian
46171,cajun_creole
31834,korean
14759,greek
15855,korean
6662,italian
15056,moroccan
34873,chinese
20089,russian
20015,cajun_creole
18402,moroccan
6418,british
1454,chinese
14070,korean
26424,korean
27349,indian
26459,korean
13151,greek
12264,spanish
18366,jamaican
46851,cajun_creole
18954,greek
39858,chinese
43500,irish
21656,italian
10505,chinese
5313,moroccan
28951,korean
19961,indian
1795,british
9917,british
26180,mexican
9726,italian
47689,greek
7866,cajun_creole
41625,mexican
35160,filipino
4430,spanish
39082,british
46186,korean
11988,indian
24177,vietnamese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,vietnamese
19704,italian
4933,greek
4255,mexican
37105,italian
35848,indian
17416,jamaican
39066,greek
36270,cajun_creole
24406,filipino
20517,italian
27630,mexican
19670,british
4685,spanish
45260,greek
378,korean
40841,russian
27632,japanese
12193,british
38047,mexican
10170,italian
25043,japanese
23851,spanish
14743,korean
13294,spanish
26466,chinese
32002,moroccan
37526,cajun_creole
8888,italian
38945,filipino
38546,cajun_creole
38869,british
10556,mexican
3296,british
25977,mexican
32025,cajun_creole
44087,greek
32762,italian
824,british
44636,cajun_creole
542,chinese
38218,jamaican
41930,thai
1987,jamaican
37378,southern_us
8873,italian
1513,korean
44013,korean
38042,moroccan
11576,jamaican
24510,cajun_creole
823,italian
23443,korean
34870,indian
3846,moroccan
14993,irish
16854,jamaican
5886,mexican
33793,italian
2999,british
20843,mexican
29153,chinese
33790,moroccan
16516,jamaican
37887,french
18466,indian
48033,moroccan
45404,spanish
4175,mexican
31986,italian
38555,indian
26832,korean
19810,thai
49086,british
39579,cajun_creole
25551,southern_us
42549,moroccan
22052,mexican
45632,italian
4143,mexican
11310,spanish
32839,korean
48171,korean
22896,cajun_creole
10878,greek
31643,filipino
47624,jamaican
35141,russian
13498,chinese
24566,italian
16533,british
15437,mexican
19426,greek
32416,greek
2427,greek
9178,british
40606,russian
28450,japanese
7946,spanish
21756,greek
17843,jamaican
44066,southern_us
7427,chinese
11297,french
42965,greek
23067,greek
35066,thai
27938,greek
39075,greek
20200,filipino
19823,filipino
12336,chinese
34714,spanish
45388,moroccan
25639,greek
33985,british
25524,thai
19641,chinese
11106,korean
22165,italian
35412,greek
23475,japanese
1570,greek
12815,irish
37253,moroccan
16900,moroccan
7701,moroccan
49391,moroccan
1132,cajun_creole
13051,mexican
2284,korean
21410,british
25604,greek
45746,thai
35911,chinese
26608,japanese
16991,british
40657,mexican
47960,british
38408,southern_us
1295,vietnamese
40139,cajun_creole
38538,russian
26420,cajun_creole
10326,vietnamese
5181,greek
18210,indian
3241,irish
27062,italian
41527,thai
45484,mexican
38755,russian
47246,italian
164,moroccan
723,moroccan
299,russian
1519,mexican
34077,chinese
45254,indian
34760,british
11154,thai
26274,spanish
15081,greek
45100,mexican
1417,greek
32083,italian
29971,greek
17679,cajun_creole
36539,korean
34975,moroccan
4633,spanish
10321,jamaican
35565,spanish
26919,chinese
9549,filipino
31863,cajun_creole
22053,moroccan
19443,british
18540,italian
23354,italian
13859,filipino
23904,vietnamese
6675,thai
18595,southern_us
12967,korean
17283,british
23211,mexican
14358,mexican
31398,moroccan
42650,spanish
25258,jamaican
18457,vietnamese
11810,moroccan
9499,cajun_creole
11943,jamaican
6810,vietnamese
34323,southern_us
23296,korean
45927,jamaican
45196,russian
19917,korean
20210,greek
41629,korean
39907,greek
4956,mexican
37058,greek
20859,korean
3315,italian
4401,filipino
21361,greek
44164,british
26391,spanish
47771,italian
44140,greek
43739,moroccan
12481,jamaican
12292,vietnamese
15965,indian
23409,jamaican
39005,korean
2774,moroccan
14529,korean
16926,moroccan
26890,brazilian
9663,british
43052,thai
24193,southern_us
5476,italian
10048,greek
1981,jamaican
12194,chinese
22202,jamaican
7626,chinese
37365,mexican
44144,indian
37723,british
47194,irish
30827,moroccan
33108,indian
2075,moroccan
6326,italian
11083,cajun_creole
30311,korean
45371,moroccan
18232,brazilian
9768,korean
6648,moroccan
35650,cajun_creole
23013,spanish
6669,jamaican
42670,indian
18155,cajun_creole
44622,vietnamese
28426,mexican
23743,mexican
14176,brazilian
9576,cajun_creole
36577,mexican
16671,greek
22964,thai
16424,british
47225,irish
17565,british
36401,filipino
30314,greek
32982,jamaican
21866,thai
1475,moroccan
13053,jamaican
33983,filipino
24051,british
22800,spanish
16561,chinese
2740,russian
219,mexican
48737,british
2164,spanish
13579,italian
71,moroccan
12420,mexican
35209,moroccan
11472,indian
43172,chinese
24927,jamaican
37102,british
10743,british
27874,indian
9565,spanish
21419,spanish
767,korean
28308,italian
37605,spanish
9558,russian
31527,spanish
2419,chinese
7541,chinese
11400,greek
23487,british
8087,russian
21906,british
48830,mexican
37328,filipino
45490,irish
9710,italian
16153,mexican
39537,moroccan
13923,chinese
8120,cajun_creole
12923,southern_us
1556,thai
6871,greek
34201,british
36146,russian
33170,jamaican
20082,mexican
26517,irish
15214,cajun_creole
34092,moroccan
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,jamaican
26693,italian
19618,indian
35589,moroccan
46084,filipino
17256,mexican
47570,mexican
32796,indian
27047,greek
39487,cajun_creole
130,thai
17627,cajun_creole
29072,irish
1108,cajun_creole
22666,cajun_creole
41630,cajun_creole
27289,moroccan
42299,cajun_creole
36078,greek
7098,russian
46999,british
28791,chinese
39576,mexican
2447,moroccan
22449,cajun_creole
23828,indian
5660,cajun_creole
47460,filipino
17912,cajun_creole
12288,italian
44037,russian
20875,mexican
6500,korean
13813,mexican
4907,indian
38186,italian
9816,mexican
8170,moroccan
21681,spanish
42384,cajun_creole
35366,southern_us
34244,moroccan
35421,mexican
33457,mexican
28026,chinese
38122,moroccan
21362,french
42253,cajun_creole
21994,spanish
34457,vietnamese
40229,jamaican
10181,mexican
38257,moroccan
40992,indian
15617,jamaican
34754,thai
45459,italian
31295,jamaican
44977,british
18322,korean
23257,chinese
10084,filipino
16445,moroccan
10594,chinese
26828,italian
47643,chinese
49680,chinese
27446,italian
8731,spanish
37341,mexican
42241,japanese
13669,british
21403,jamaican
688,moroccan
23894,moroccan
35753,jamaican
44692,italian
235,mexican
20982,moroccan
10166,mexican
2187,jamaican
5022,thai
49037,italian
44478,moroccan
8912,cajun_creole
8919,jamaican
23856,brazilian
14647,thai
48870,filipino
14377,mexican
18548,russian
39591,british
46746,spanish
31926,spanish
10159,thai
11342,korean
32421,chinese
19969,greek
3029,jamaican
39565,southern_us
7426,russian
20624,greek
4385,british
18761,spanish
46710,korean
46241,jamaican
14208,moroccan
29323,cajun_creole
40663,british
32391,mexican
9506,italian
35402,italian
48796,jamaican
4657,chinese
2404,jamaican
36923,filipino
41762,jamaican
19344,filipino
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,british
40345,irish
24765,jamaican
25563,southern_us
40680,moroccan
36932,cajun_creole
28106,mexican
12717,mexican
40100,greek
6960,southern_us
20724,korean
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,jamaican
21579,italian
24073,southern_us
16775,thai
24732,spanish
24221,french
33300,british
34971,korean
19777,greek
24337,italian
24709,korean
28557,greek
8963,french
31515,moroccan
22575,vietnamese
11011,italian
42030,italian
48012,korean
13623,thai
49552,filipino
5702,korean
3847,moroccan
34221,italian
4312,british
35834,moroccan
11849,cajun_creole
38290,indian
3064,moroccan
30099,british
37354,moroccan
27877,italian
45642,cajun_creole
10629,spanish
17557,mexican
3725,jamaican
49507,spanish
5560,moroccan
42239,indian
29559,thai
46028,russian
26523,mexican
28313,filipino
32502,thai
43610,thai
35563,spanish
22160,chinese
11258,chinese
36220,korean
15974,british
30449,indian
29676,indian
29951,korean
2268,russian
36813,mexican
28096,mexican
40471,italian
6545,british
33598,moroccan
22338,thai
41918,vietnamese
2133,mexican
42259,vietnamese
11056,mexican
7034,italian
17040,filipino
35238,jamaican
46155,jamaican
23356,italian
3909,indian
22107,mexican
1656,southern_us
9302,british
19473,italian
13566,russian
23424,italian
4139,irish
15970,russian
47732,british
37251,british
44870,vietnamese
9773,italian
2131,spanish
6381,italian
9613,spanish
47364,korean
34376,spanish
26408,indian
4763,filipino
18982,mexican
2766,korean
19247,korean
13462,british
19678,british
22814,spanish
18582,filipino
3124,thai
19347,greek
8812,cajun_creole
22037,irish
15423,russian
35960,italian
49336,mexican
1255,mexican
17646,italian
20631,spanish
19492,mexican
22895,british
18607,russian
34569,chinese
48356,spanish
12252,southern_us
21071,greek
22458,southern_us
19585,british
15597,british
15038,irish
20028,mexican
29764,mexican
17206,irish
40901,mexican
37954,korean
16933,chinese
42657,moroccan
21846,chinese
33834,mexican
25873,greek
5938,moroccan
34762,italian
39835,french
5805,indian
13914,korean
45924,moroccan
41460,cajun_creole
37287,italian
25059,greek
34872,mexican
7524,vietnamese
10427,filipino
8014,spanish
14740,moroccan
24329,filipino
38514,thai
12665,chinese
24655,italian
7078,chinese
15995,moroccan
15861,filipino
30662,mexican
17836,italian
2078,british
3600,filipino
46302,indian
28375,british
34839,thai
18345,moroccan
23205,british
34763,spanish
26692,brazilian
10317,thai
11767,cajun_creole
36881,italian
33468,chinese
20669,mexican
18159,british
22891,moroccan
39588,italian
35941,filipino
15981,mexican
26013,chinese
5076,korean
1573,italian
39380,jamaican
13845,british
35146,british
32924,cajun_creole
9567,italian
35203,french
39666,spanish
17786,thai
21936,moroccan
8668,british
41339,moroccan
32268,spanish
29706,mexican
42032,jamaican
8105,irish
11218,southern_us
7159,spanish
47817,russian
1572,jamaican
38720,cajun_creole
14780,mexican
31839,spanish
6501,mexican
39533,irish
22820,southern_us
9619,jamaican
14025,greek
19697,italian
5370,british
32639,chinese
15249,chinese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,russian
47585,irish
20326,brazilian
43932,british
29704,chinese
12447,cajun_creole
38117,thai
2684,greek
25371,mexican
25518,chinese
27083,italian
16073,british
45667,jamaican
44188,spanish
44888,irish
41594,moroccan
1061,chinese
6536,moroccan
31586,chinese
9792,italian
40395,thai
24861,spanish
32253,indian
31082,moroccan
19298,korean
6600,filipino
46939,filipino
6092,southern_us
36600,british
45979,italian
46910,spanish
14174,irish
10609,mexican
28647,moroccan
19066,moroccan
16803,moroccan
49114,russian
14664,spanish
39670,british
4583,indian
31121,southern_us
12589,jamaican
22551,irish
11817,greek
22003,moroccan
42091,filipino
45966,jamaican
6811,irish
2711,italian
44757,filipino
5349,greek
30294,vietnamese
48944,indian
44048,italian
411,indian
44998,korean
18078,thai
48533,italian
16485,thai
32939,british
11808,italian
23059,chinese
16466,cajun_creole
7315,british
13178,indian
2751,moroccan
41395,jamaican
20534,irish
12111,british
38708,moroccan
37481,moroccan
28048,jamaican
13123,cajun_creole
2174,cajun_creole
17190,cajun_creole
25756,mexican
38180,moroccan
26892,filipino
23757,thai
8553,spanish
36272,thai
35224,indian
5203,british
23565,british
31420,greek
43491,korean
38773,cajun_creole
15223,indian
17763,british
24528,italian
21704,british
45329,mexican
48876,southern_us
3741,mexican
47710,italian
9182,moroccan
13782,jamaican
3369,korean
11985,british
39817,korean
26869,spanish
37461,indian
24217,moroccan
2474,cajun_creole
45929,russian
12768,british
924,jamaican
13258,british
7955,indian
37056,chinese
17934,mexican
5843,korean
46881,italian
4049,mexican
24173,british
4683,spanish
32612,korean
11314,thai
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,vietnamese
36951,thai
4703,moroccan
10734,indian
40444,filipino
44334,british
35991,spanish
34020,southern_us
3743,korean
18305,chinese
7877,moroccan
10606,korean
30584,thai
9266,indian
35196,mexican
41070,thai
25930,filipino
48564,brazilian
14213,thai
6618,mexican
18479,cajun_creole
10279,greek
30750,cajun_creole
45701,italian
22947,korean
6467,indian
16365,moroccan
7184,greek
23270,irish
41805,cajun_creole
7537,indian
18616,korean
42857,indian
37906,jamaican
16846,italian
573,mexican
26657,british
12408,british
38232,greek
33447,british
40227,mexican
35760,italian
1385,french
47866,italian
30871,british
22604,korean
39397,moroccan
38782,jamaican
45343,moroccan
26112,indian
10209,italian
31702,moroccan
37943,korean
23471,irish
3529,thai
46794,spanish
16626,filipino
32361,korean
20932,cajun_creole
11183,moroccan
33661,italian
12681,mexican
2450,mexican
23979,russian
18465,italian
28234,italian
47449,mexican
33869,indian
4924,spanish
18862,vietnamese
30556,indian
35762,british
7396,cajun_creole
21232,cajun_creole
18299,moroccan
35468,russian
42838,greek
33972,cajun_creole
46021,jamaican
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,russian
11061,moroccan
27000,cajun_creole
37396,korean
47358,mexican
47825,korean
24681,irish
37706,british
44056,cajun_creole
38298,greek
30788,italian
36144,cajun_creole
21792,filipino
31745,mexican
15104,jamaican
30589,vietnamese
14235,greek
2608,greek
34828,jamaican
3282,greek
4336,british
25666,jamaican
17831,greek
17008,cajun_creole
35845,mexican
19494,british
30797,jamaican
33763,spanish
19950,southern_us
23089,british
32074,chinese
49640,korean
8403,chinese
15879,italian
7949,moroccan
31483,korean
32928,japanese
27647,british
34616,spanish
21113,british
41599,cajun_creole
23924,chinese
36335,italian
36194,cajun_creole
10980,mexican
45999,cajun_creole
3943,filipino
188,russian
5799,spanish
20964,british
2716,british
5464,italian
17640,italian
39437,filipino
14835,thai
3094,british
14826,spanish
30173,moroccan
37811,spanish
22363,korean
6369,british
26850,mexican
48887,greek
44405,moroccan
21477,cajun_creole
32697,indian
38843,jamaican
20076,filipino
26429,mexican
35648,thai
41794,jamaican
22100,spanish
30216,greek
17656,filipino
17317,italian
4928,italian
43965,british
6404,cajun_creole
12274,thai
6651,southern_us
40406,italian
40933,russian
23419,mexican
37867,thai
28834,spanish
23912,chinese
4791,mexican
36354,japanese
32298,jamaican
44577,korean
48859,korean
32485,moroccan
8394,spanish
7708,chinese
38385,brazilian
22622,thai
29716,thai
44462,mexican
9422,brazilian
22499,jamaican
36,cajun_creole
434,italian
5479,mexican
42420,southern_us
47346,russian
44568,mexican
38650,greek
19191,spanish
22848,british
17886,spanish
6036,british
38608,british
12890,korean
15709,irish
13125,greek
48454,spanish
36627,british
47884,italian
28,filipino
45365,italian
40795,korean
17651,indian
1530,greek
17604,chinese
4700,thai
24972,korean
23525,brazilian
7092,italian
43757,filipino
4808,spanish
7249,british
27589,japanese
47523,british
44244,spanish
10383,korean
37285,mexican
21332,chinese
7311,moroccan
28052,moroccan
31653,italian
1740,greek
5484,filipino
41406,southern_us
41907,jamaican
46515,mexican
38392,spanish
15925,jamaican
5094,spanish
31816,filipino
35713,british
31296,jamaican
41640,french
22419,moroccan
47874,jamaican
6570,italian
6936,thai
34063,cajun_creole
34141,greek
44572,irish
28425,italian
38481,mexican
18955,italian
46466,cajun_creole
5692,jamaican
39836,mexican
33718,moroccan
36250,moroccan
286,indian
29766,italian
20541,british
31173,irish
46440,british
23905,moroccan
37232,russian
8517,italian
21249,jamaican
32700,italian
22845,mexican
45461,filipino
1307,british
30010,filipino
21646,moroccan
28148,italian
26450,jamaican
16602,mexican
9928,british
27063,southern_us
22273,british
12744,indian
28272,brazilian
30350,jamaican
23362,italian
13645,greek
16942,russian
34970,italian
27829,russian
38058,mexican
13256,thai
31859,italian
43027,southern_us
22235,chinese
2933,cajun_creole
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,filipino
48885,japanese
42585,moroccan
40160,mexican
45541,chinese
22410,vietnamese
26226,korean
4591,moroccan
5457,moroccan
39085,italian
24040,mexican
6576,chinese
34310,jamaican
27350,filipino
9968,thai
2464,cajun_creole
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,jamaican
8011,irish
5195,thai
36015,vietnamese
40910,italian
11309,british
47556,cajun_creole
27958,british
27198,moroccan
643,spanish
40853,moroccan
15815,chinese
2063,greek
19827,irish
33443,mexican
44632,korean
26773,thai
3203,korean
32873,filipino
24806,thai
45942,jamaican
1324,british
32526,chinese
48093,spanish
48942,spanish
8845,spanish
11546,italian
44358,mexican
3209,italian
10553,cajun_creole
44430,french
44712,moroccan
16351,indian
44644,spanish
31670,filipino
49147,moroccan
19750,irish
48121,vietnamese
22722,french
9910,spanish
14236,italian
48341,russian
23190,thai
20362,greek
44794,korean
39419,british
13526,british
42270,jamaican
37208,mexican
33824,italian
29953,italian
16387,korean
37672,british
1868,russian
24984,thai
47128,greek
44303,korean
20318,chinese
7513,cajun_creole
13261,jamaican
19259,russian
31103,cajun_creole
24037,italian
29984,vietnamese
28159,british
5318,brazilian
23962,mexican
2084,spanish
41793,moroccan
18960,italian
17025,british
15510,irish
36832,korean
20643,italian
4154,filipino
10510,filipino
45117,italian
43403,italian
42471,moroccan
6942,italian
33309,moroccan
6689,southern_us
48687,italian
9880,greek
25590,italian
21842,brazilian
27151,indian
565,greek
21740,moroccan
42399,moroccan
35928,greek
47060,irish
43147,indian
16625,italian
16769,spanish
12515,southern_us
14731,greek
11658,spanish
49467,vietnamese
19749,moroccan
39723,korean
5722,chinese
31967,greek
39857,filipino
16534,italian
27334,italian
32215,irish
34903,british
24990,spanish
31307,moroccan
38874,thai
24130,italian
27816,chinese
939,korean
38293,russian
7889,cajun_creole
22114,british
24614,korean
48827,thai
3387,british
41676,british
3152,mexican
38805,moroccan
27078,chinese
34940,british
16855,korean
41891,mexican
36715,indian
49455,mexican
26522,spanish
28420,italian
329,british
18986,mexican
31705,french
7402,spanish
10212,british
10640,korean
38014,indian
5172,italian
26986,cajun_creole
5088,vietnamese
24522,spanish
1900,mexican
4801,cajun_creole
27932,chinese
30941,cajun_creole
42354,mexican
48854,korean
39058,italian
34294,british
46593,irish
22582,mexican
36937,thai
34596,russian
42570,british
10147,russian
44796,vietnamese
46819,spanish
30905,thai
34980,british
49265,greek
37563,british
25673,korean
14267,moroccan
32410,cajun_creole
